gene_symbol	config_source	status	distinct_patient_count	total_sv_count	n_events_analyzed	in_frame_percent	domain_retention_percent	fisher_p_value	permutation_p_value	min_fdr_adjusted_q_value	fdr_significant	top_composite_score	top_composite_partner_gene	error
CREBBP	auto	ok	121	122	46	13.043478260869565	60.869565217391305	0.04022069819006858	0.03596403596403597	0.1453263970464843	False	0.32235642610049836	TRAP1	
WT1	auto	ok	119	119	104	89.42307692307692	6.730769230769231	0.9999049239997835	0.9900990099009901	0.1453263970464843	False	0.6176580996697761	EWSR1	
NTRK1	auto	ok	113	118	78	41.02564102564103	71.7948717948718	0.003634638414060191	0.009900990099009901	0.1453263970464843	False	0.3245169721405889	LMNA	
NAB2	auto	ok	111	111	72	34.72222222222222	68.05555555555556	0.11257953815677238	0.009900990099009901	0.1453263970464843	False	0.4883156370347033	STAT6	
CDK12	auto	ok	99	101	43	16.27906976744186	18.6046511627907	0.8099786762174439	0.9801980198019802	0.1453263970464843	False	0.23452948978817192	ADCY9	
TERT	auto	ok	92	92	19	0.0	89.47368421052632			0.1453263970464843	False	0.3987685368141628	SLC12A7	
CD74	auto	ok	74	74	67	58.208955223880594	88.05970149253731	0.2987236190567761	0.009900990099009901	0.1453263970464843	False	0.5490356525528963	ROS1	
MET	auto	ok	73	75	33	51.515151515151516	60.60606060606061	0.08481565668778517	0.009900990099009901	0.1453263970464843	False	0.31184264646626325	CNTNAP2	
NTRK3	auto	ok	71	71	58	94.82758620689656	68.96551724137932	1.0	1.0	0.1453263970464843	False	0.5480918349861692	ETV6	
STAT6	auto	ok	60	60	53	43.39622641509434	11.320754716981131	0.8313659426034564	1.0	0.1453263970464843	False	0.4285714285714286	NAB2	
DNAJB1	auto	ok	54	54	39	64.1025641025641	30.76923076923077	0.01728647446111295	1.0	0.1453263970464843	False	0.42586652102223044	PRKACA	
CCDC6	auto	ok	53	53	53	92.45283018867924	43.39622641509434	0.788320669341757	0.009900990099009901	0.1453263970464843	False	0.4839818280394071	RET	
TFE3	auto	ok	45	46	37	56.75675675675676	75.67567567567568	0.17139959432048682	0.6138613861386139	0.1453263970464843	False	0.2945803267791906	ASPSCR1	
KIAA1549	auto	ok	44	44	44	90.9090909090909	50.0	0.9461145774248441	0.009900990099009901	0.1453263970464843	False	0.6367067358652363	BRAF	
POLD1	auto	ok	36	37	16	12.5	37.5	0.1923076923076923	0.43564356435643564	0.1453263970464843	False	0.28074531061773056	MYH14	
RBM10	auto	ok	36	36	7	42.857142857142854	71.42857142857143	0.28571428571428575	0.009900990099009901	0.1453263970464843	False	0.3470931102881556	PHIP	
PRKACA	auto	ok	35	35	35	68.57142857142857	97.14285714285714	0.3142857142857143	0.009900990099009901	0.1453263970464843	False	0.6958926300960788	DNAJB1	
ATF1	auto	ok	30	30	30	70.0	90.0	0.6724137931034483	0.009900990099009901	0.1453263970464843	False	0.4858686204922372	EWSR1	
ETV1	auto	ok	30	30	21	52.38095238095238	4.761904761904762	0.5238095238095238	0.009900990099009901	0.1453263970464843	False	0.5160233158223265	TMPRSS2	
BICC1	auto	ok	29	29	28	96.42857142857143	35.714285714285715	0.6428571428571428	1.0	0.1453263970464843	False	0.4285714285714286	FGFR2	
SLX4	auto	ok	28	29	19	26.31578947368421	68.42105263157895	0.5674603174603177	0.12871287128712872	0.1453263970464843	False	0.28959123579687	CREBBP	
LMNA	auto	ok	17	17	13	46.15384615384615	38.46153846153846	0.41258741258741266	0.061938061938061936	0.1453263970464843	False	0.4387487666037194	NTRK1	
NRG1	auto	ok	16	16	15	53.333333333333336	60.0	0.916083916083916	0.9801980198019802	0.1453263970464843	False	0.4003102206851819	CD74	
TTC28	auto	ok	15	15	12	16.666666666666668	58.333333333333336	0.3818181818181818	0.009900990099009901	0.1453263970464843	False	0.414383806094037	CHEK2	
AGK	auto	ok	14	14	14	92.85714285714286	14.285714285714286	0.8571428571428572	0.009900990099009901	0.1453263970464843	False	0.5001543347779516	BRAF	
TPM3	auto	ok	14	14	14	78.57142857142857	64.28571428571429	1.0	0.009900990099009901	0.1453263970464843	False	0.528876934929123	NTRK1	
EZR	auto	ok	13	13	13	61.53846153846154	30.76923076923077	0.48951048951048953	0.009900990099009901	0.1453263970464843	False	0.5001543347779516	ROS1	
TRAPPC9	auto	ok	13	13	13	23.076923076923077	30.76923076923077	0.7062937062937062	0.03796203796203796	0.1453263970464843	False	0.574251222569389	AGO2	
GOPC	auto	ok	6	6	4	75.0	75.0	0.25	0.009900990099009901	0.1453263970464843	False	0.5001543347779516	ROS1	
EMID1	auto	ok	5	5	4	75.0	25.0	0.75	0.009900990099009901	0.1453263970464843	False	0.5001543347779516	EWSR1	
AKT2	auto	ok	22	22	10	10.0	40.0	1.0	1.0	0.23721439850472112	False	0.2571428571428572	PRR5L	
NCOR1	auto	ok	80	81	19	0.0	36.8421052631579			0.2436999620098212	False	0.368421052631579	CUX1	
NCOA3	auto	ok	33	34	13	23.076923076923077	46.15384615384615	0.49999999999999994	0.019801980198019802	0.2436999620098212	False	0.33301335711433155	EYA2	
SRP19	auto	ok	15	15	8	0.0	62.5			0.2436999620098212	False	0.6666666666666667	APC	
FOXO1	auto	ok	14	14	4	50.0	25.0	0.5	0.019801980198019802	0.2436999620098212	False	0.450743469689805	PAX3	
STRN	auto	ok	8	8	8	25.0	50.0	0.21428571428571427	0.024975024975024976	0.2436999620098212	False	0.4322319310288315	ALK	
CREB1	auto	ok	7	7	7	57.142857142857146	71.42857142857143	0.7142857142857142	0.019801980198019802	0.2436999620098212	False	0.4894032635042379	EWSR1	
INPPL1	auto	ok	39	39	14	28.571428571428573	42.857142857142854	0.02097902097902098	0.10891089108910891	0.25233100233100236	False	0.2792882694916884	ANK2	
RNF43	auto	ok	48	48	21	28.571428571428573	42.857142857142854	0.9343891402714932	1.0	0.26072557579406896	False	0.23469387755102042	EFCAB5	
DNMT1	auto	ok	80	82	28	17.857142857142858	28.571428571428573	0.8835309617918313	0.46534653465346537	0.32298368298368296	False	0.27495094621343885	RAVER1	
FLI1	auto	ok	121	121	118	61.86440677966102	4.237288135593221	0.9935182946546385	0.6633663366336634	0.38820154204769597	False	0.6141951941509113	EWSR1	
NOTCH1	auto	ok	115	117	47	23.404255319148938	59.57446808510638	0.5602236263190975	0.6435643564356436	0.38931068931068935	False	0.3121182817581414	SEC16A	
AGO2	auto	ok	49	49	23	26.08695652173913	52.17391304347826	0.41707209199469264	0.03796203796203796	0.40091615701371797	False	0.42919735274941745	TRAPPC9	
TOP1	auto	ok	31	31	10	0.0	50.0			0.4222682079824937	False	0.42669864108713035	DHX35	
MAP3K1	auto	ok	42	42	10	10.0	30.0	1.0	1.0	0.45801257565963444	False	0.2638990914363039	PDE4D	
EWSR1	auto	ok	415	418	349	65.32951289398281	7.4498567335243555	0.9998569907249922	1.0	0.49155390064480975	False	0.2298101289101663	FLI1	
TSC1	auto	ok	28	28	7	0.0	57.142857142857146			0.5249132889582327	False	0.42857142857142855	TMC1	
FLT4	auto	ok	35	35	7	14.285714285714286	42.857142857142854	0.42857142857142855	0.504950495049505	0.5671439671439671	False	0.2861084611418007	COL23A1	
NOTCH2	auto	ok	92	92	28	3.5714285714285716	53.57142857142857	0.5769230769230769	0.1485148514851485	0.579925568936558	False	0.2744776061382078	CEP85	
SUFU	auto	ok	17	17	8	25.0	25.0	0.46428571428571425	0.9207920792079208	0.5860591021881345	False	0.269137086615311	ETV6	
ATP1B2	auto	ok	7	7	6	0.0	66.66666666666667			0.5982315556783641	False	0.6666666666666667	TP53	
FH	auto	ok	29	30	16	6.25	12.5	0.13333333333333333	0.2871287128712871	0.6283611125716388	False	0.2604258348529888	RYR2	
FBXL20	auto	ok	8	8	7	28.571428571428573	42.857142857142854	0.14285714285714285	0.07192807192807193	0.6488511488511489	False	0.40817199524151193	CDK12	
ARID1B	auto	ok	72	72	13	0.0	53.84615384615385			0.6554052008597463	False	0.5384615384615385	GRIN2A	
BAP1	auto	ok	67	70	18	16.666666666666668	61.111111111111114	0.6740196078431373	0.1088911088911089	0.6554052008597463	False	0.29099783663868506	PBRM1	
EIF4E	auto	ok	5	5	2	50.0	50.0	0.5	0.07692307692307693	0.6595582635186595	False	0.3233610614684925	SHROOM3	
STAT5B	auto	ok	27	27	13	15.384615384615385	69.23076923076923	0.9545454545454546	0.1188118811881188	0.6821255667409514	False	0.2802934661004265	USP32	
STAT5A	auto	ok	23	23	13	7.6923076923076925	15.384615384615385	1.0	1.0	0.6821255667409514	False	0.24725274725274726	EZH1	
BCAS3	auto	ok	18	19	16	6.25	43.75	1.0	1.0	0.683868512439941	False	0.24107142857142858	EZH1	
MTOR	auto	ok	49	51	20	10.0	45.0	0.18947368421052632	0.08791208791208792	0.7115127862791414	False	0.27342683590461253	CAPZB	
NELL1	auto	ok	5	5	5	20.0	60.0	1.0	1.0	0.736966736966737	False	0.3857142857142858	NOTCH1	
CDH1	auto	ok	58	58	9	11.11111111111111	55.55555555555556	0.7142857142857143	0.900990099009901	0.7540166255762587	False	0.26352190409981724	SMPD3	
ZNRF3	auto	ok	6	6	6	33.333333333333336	50.0	0.7999999999999999	1.0	0.7707565162110617	False	0.4234916027368858	EWSR1	
ATRX	auto	ok	64	65	7	28.571428571428573	28.571428571428573	0.5238095238095237	0.10891089108910891	0.7730887842882649	False	0.3267974416998975	MAGT1	
BRIP1	auto	ok	46	46	19	0.0	42.10526315789474			0.7730887842882649	False	0.40474481658692185	BCAS3	
ERBB3	auto	ok	45	45	18	11.11111111111111	44.44444444444444	0.7352941176470589	0.7920792079207921	0.7730887842882649	False	0.2417106447663345	ATF1	
XPO1	auto	ok	31	31	12	8.333333333333334	83.33333333333333	1.0	1.0	0.7730887842882649	False	0.25000000000000006	USP34	
ESR1	auto	ok	30	30	13	23.076923076923077	38.46153846153846	0.8041958041958043	0.8910891089108911	0.7730887842882649	False	0.28340603617112003	LAMA4	
PAK1	auto	ok	25	26	10	10.0	60.0	0.5999999999999999	0.7821782178217822	0.7730887842882649	False	0.29800780215863965	GDPD4	
SND1	auto	ok	17	17	17	94.11764705882354	11.764705882352942	0.8823529411764706	1.0	0.7730887842882649	False	0.4285714285714286	BRAF	
CD79A	auto	ok	13	13	8	0.0	37.5			0.7730887842882649	False	0.4166666666666667	SHMT1	
EIF3H	auto	ok	6	6	5	60.0	40.0	1.0	1.0	0.7730887842882649	False	0.4285714285714286	RAD21	
TPR	auto	ok	5	5	5	40.0	60.0	0.9	0.5247524752475248	0.7730887842882649	False	0.43857305372078054	NTRK1	
MAP2K2	auto	ok	21	21	7	28.571428571428573	28.571428571428573	0.5238095238095237	0.32673267326732675	0.7807314636582929	False	0.26139193810969963	MPND	
ATM	auto	ok	72	72	27	3.7037037037037037	25.925925925925927	0.27999999999999997	0.27722772277227725	0.7991878922111477	False	0.23956232627616744	C11ORF65	
SPEN	auto	ok	61	63	19	0.0	21.05263157894737			0.7991878922111477	False	0.368421052631579	SPATS1	
KDM5A	auto	ok	44	45	10	30.0	50.0	0.11904761904761901	0.25742574257425743	0.7991878922111477	False	0.2781910009218509	COLGALT1	
ABL1	auto	ok	21	22	9	0.0	11.11111111111111			0.7991878922111477	False	0.40740740740740744	NUP214	
FAT1	auto	ok	95	98	11	0.0	36.36363636363637			0.8195981362842166	False	0.45454545454545453	SORBS2	
ELF3	auto	ok	47	47	11	27.272727272727273	45.45454545454545	0.5952380952380953	0.12871287128712872	0.8195981362842166	False	0.2850459682994606	CAPN2	
CDKN2B	auto	ok	40	40	12	16.666666666666668	66.66666666666667	0.509090909090909	0.9306930693069307	0.8195981362842166	False	0.3778523602340938	CDKN2A	
BLM	auto	ok	20	20	6	0.0	33.333333333333336			0.8195981362842166	False	0.4444444444444445	CRTC3	
MTAP	auto	ok	8	8	4	25.0	25.0	0.25	0.12871287128712872	0.8195981362842166	False	0.4544412448375943	CDKN2A	
RAD21	auto	ok	38	39	9	44.44444444444444	55.55555555555556	0.8333333333333334	0.49504950495049505	0.8463275854580203	False	0.2987768919954402	EIF3H	
CTTNBP2	auto	ok	5	5	5	0.0	20.0			0.8513447089389791	False	0.4922330097087379	MET	
DROSHA	auto	ok	36	36	7	42.857142857142854	28.571428571428573	0.14285714285714288	0.1485148514851485	0.8651348651348653	False	0.3303299016706417	ADAMTS12	
MGA	auto	ok	65	66	15	6.666666666666667	40.0	1.0	1.0	0.926946748728927	False	0.24285714285714285	EHD4	
NOTCH4	auto	ok	44	46	16	0.0	75.0			0.926946748728927	False	0.375	PBX2	
RICTOR	auto	ok	34	34	10	30.0	50.0	0.9523809523809524	0.504950495049505	0.926946748728927	False	0.28545539991731095	FYB1	
INSR	auto	ok	31	31	6	16.666666666666668	50.0	0.5	0.8811881188118812	0.9589630015633144	False	0.28767612025491895	PGPEP1	
PRKD1	auto	ok	16	16	4	50.0	50.0	0.16666666666666666	0.594059405940594	0.9589630015633144	False	0.32950607583567854	FRMD6	
MPL	auto	ok	14	14	6	0.0	50.0			0.9589630015633144	False	0.4444444444444445	LUZP1	
SMARCB1	auto	ok	23	23	5	0.0	20.0			0.9830358832061551	False	0.4666666666666667	ZNF70	
GRIN2A	auto	ok	19	19	6	0.0	16.666666666666668			0.9830358832061551	False	0.4444444444444445	ARID1B	
NUF2	auto	ok	14	14	10	40.0	10.0	1.0	1.0	0.9830358832061551	False	0.2571428571428572	NOS1AP	
PRKAR1A	auto	ok	12	12	6	33.333333333333336	16.666666666666668	0.4000000000000001	0.6336633663366337	0.9830358832061551	False	0.29279076427852696	FAM20A	
NF1	auto	ok	247	253	47	10.638297872340425	38.297872340425535	0.6916413138761408	0.46534653465346537	1.0	False	0.23526938088511054	CCDC47	
ARID1A	auto	ok	148	149	31	12.903225806451612	32.25806451612903	0.8368068712896299	0.9108910891089109	1.0	False	0.22955822573680842	SRRM1	
SMARCA4	auto	ok	143	146	36	19.444444444444443	36.111111111111114	0.9706317204301075	0.9702970297029703	1.0	False	0.27780305575992026	LDLR	
KMT2C	auto	ok	134	136	32	6.25	56.25	0.6428571428571428	0.8613861386138614	1.0	False	0.23570805036813217	EXOC4	
KMT2D	auto	ok	128	130	47	2.127659574468085	42.5531914893617	0.5714285714285714	0.5346534653465347	1.0	False	0.23565665910447448	ARF3	
APC	auto	ok	110	112	22	0.0	45.45454545454545			1.0	False	0.4991639979957737	SRP19	
NOTCH3	auto	ok	101	102	26	3.8461538461538463	53.84615384615385	1.0	1.0	1.0	False	0.2480112304756855	BRD4	
EP300	auto	ok	98	98	22	4.545454545454546	22.727272727272727	1.0	1.0	1.0	False	0.2337662337662338	MIR1281	
STK11	auto	ok	97	98	23	4.3478260869565215	26.08695652173913	1.0	1.0	1.0	False	0.23291925465838512	DOCK6	
KIF5B	auto	ok	95	96	96	88.54166666666667	97.91666666666667	0.21710526315789475	0.801980198019802	1.0	False	0.5476668608883404	RET	
ERBB2	auto	ok	88	92	44	15.909090909090908	27.272727272727273	1.0	1.0	1.0	False	0.22402597402597402	RARA	
TSC2	auto	ok	88	90	34	17.647058823529413	23.529411764705884	0.4563403781979978	0.8712871287128713	1.0	False	0.23239104016961032	ZC3H7A	
BRD4	auto	ok	86	87	32	3.125	50.0	1.0	1.0	1.0	False	0.24107142857142858	AKAP8L	
PTEN	auto	ok	86	86	9	22.22222222222222	22.22222222222222	1.0	1.0	1.0	False	0.2619047619047619	ACTA2	
DOT1L	auto	ok	85	85	22	22.727272727272727	27.272727272727273	0.8341307814992025	0.6138613861386139	1.0	False	0.26053647091489046	PTK2	
PBRM1	auto	ok	85	85	18	5.555555555555555	61.111111111111114	1.0	1.0	1.0	False	0.2981325863678805	BAP1	
ZFHX3	auto	ok	85	87	7	0.0	28.571428571428573			1.0	False	0.37408955470948524	CFDP1	
BRCA2	auto	ok	79	82	12	8.333333333333334	41.666666666666664	1.0	1.0	1.0	False	0.25	PCDH7	
POLE	auto	ok	73	74	22	18.181818181818183	45.45454545454545	0.9323308270676692	0.7623762376237624	1.0	False	0.22560101789826145	LINC01606	
ARID2	auto	ok	72	72	13	0.0	7.6923076923076925			1.0	False	0.38461538461538464	CNTN1	
CTNNB1	auto	ok	72	72	10	30.0	20.0	0.5833333333333333	0.19801980198019803	1.0	False	0.2822604063613808	ULK4	
KDM6A	auto	ok	71	71	8	25.0	50.0	0.4	0.9702970297029703	1.0	False	0.26832483207464813	PIGL	
CIC	auto	ok	68	72	21	0.0	42.857142857142854			1.0	False	0.3904834384286439	CSMD1	
BRCA1	auto	ok	66	69	27	7.407407407407407	55.55555555555556	0.85	0.8514851485148515	1.0	False	0.23965572010986844	METTL25	
KMT2A	auto	ok	65	65	21	19.047619047619047	23.80952380952381	0.5416666666666666	0.7920792079207921	1.0	False	0.2587174474874229	PHC2	
FGFR1	auto	ok	64	64	23	30.434782608695652	52.17391304347826	0.2678018575851393	0.7029702970297029	1.0	False	0.2383857912677982	IGHMBP2	
SMAD4	auto	ok	62	62	6	0.0	33.333333333333336			1.0	False	0.4444444444444445	UNC13C	
PTPRD	auto	ok	57	58	8	12.5	50.0	0.5	0.7227722772277227	1.0	False	0.2728928040593638	LINC01231	
RTEL1	auto	ok	57	57	24	20.833333333333332	29.166666666666668	0.4624505928853755	0.46534653465346537	1.0	False	0.26186512556596164	CDH4	
PIK3R1	auto	ok	55	56	3	33.333333333333336	33.333333333333336	1.0	1.0	1.0	False	0.1818181818181818	LRRFIP1	
ANKRD11	auto	ok	54	54	6	0.0	66.66666666666667			1.0	False	0.4444444444444445	FGFR2	
MDC1	auto	ok	52	56	14	7.142857142857143	71.42857142857143	0.7142857142857143	0.6831683168316832	1.0	False	0.26483618054907926	MUC22	
FOXA1	auto	ok	51	52	11	0.0	18.181818181818183			1.0	False	0.5968664977952903	SLC25A21	
GLI1	auto	ok	51	53	21	19.047619047619047	42.857142857142854	0.6253869969040247	0.8217821782178217	1.0	False	0.23773828045839787	R3HDM2	
STAT3	auto	ok	51	51	12	8.333333333333334	41.666666666666664	1.0	1.0	1.0	False	0.25	CNOT2	
FANCA	auto	ok	49	49	20	15.0	40.0	0.8070175438596491	0.801980198019802	1.0	False	0.2186581840245688	ABHD3	
ATR	auto	ok	48	48	7	0.0	57.142857142857146			1.0	False	0.42857142857142855	ACP3	
NF2	auto	ok	46	48	12	8.333333333333334	8.333333333333334	1.0	1.0	1.0	False	0.35714285714285715	EWSR1	
SETD2	auto	ok	46	46	17	0.0	58.8235294117647			1.0	False	0.37254901960784315	TSEN2	
NSD1	auto	ok	45	45	12	8.333333333333334	33.333333333333336	0.3636363636363636	0.7128712871287128	1.0	False	0.25524960276254904	CHKA	
PTPRS	auto	ok	44	45	14	7.142857142857143	50.0	0.5384615384615384	0.7920792079207921	1.0	False	0.27038098770541186	PPAN	
PAX8	auto	ok	43	45	10	30.0	100.0	1.0	1.0	1.0	False	0.054545454545454536	ACOXL	
PIK3C2G	auto	ok	43	43	10	30.0	30.0	0.7619047619047619	0.7821782178217822	1.0	False	0.26095336723186435	GYS2	
RPTOR	auto	ok	43	43	13	23.076923076923077	7.6923076923076925	1.0	1.0	1.0	False	0.24725274725274726	MAP3K3	
B2M	auto	ok	42	43	4	0.0	0.0			1.0	False	0.7386473429951691	TRIM69	
ERBB4	auto	ok	42	42	5	40.0	60.0	0.30000000000000004	0.6534653465346535	1.0	False	0.3065991942228848	SLC13A3	
DNMT3B	auto	ok	40	41	7	0.0	28.571428571428573			1.0	False	0.42857142857142855	MSRA	
KEAP1	auto	ok	40	40	8	0.0	50.0			1.0	False	0.4166666666666667	DNAH1	
NFE2L2	auto	ok	40	41	5	0.0	20.0			1.0	False	0.565324384787472	ZNF385B	
CARM1	auto	ok	39	39	18	22.22222222222222	22.22222222222222	0.6728758169934641	0.9801980198019802	1.0	False	0.22581088824192422	DNM2	
EZH2	auto	ok	39	39	14	14.285714285714286	14.285714285714286	1.0	1.0	1.0	False	0.2755102040816327	CUL1	
FOXP1	auto	ok	39	39	5	20.0	80.0	0.7999999999999999	1.0	1.0	False	0.3	TMPRSS2	
NBN	auto	ok	38	38	6	0.0	66.66666666666667			1.0	False	0.4444444444444445	CALB1	
AXL	auto	ok	37	37	10	30.0	10.0	1.0	1.0	1.0	False	0.2571428571428572	RNF2	
PREX2	auto	ok	37	38	4	0.0	50.0			1.0	False	0.5	TMPRSS2	
BCOR	auto	ok	36	36	7	0.0	28.571428571428573			1.0	False	0.42857142857142855	KMT2D	
IGF1R	auto	ok	36	37	12	8.333333333333334	16.666666666666668	1.0	1.0	1.0	False	0.25	ACBD6	
TBX3	auto	ok	36	36	6	0.0	50.0			1.0	False	0.4444444444444445	ARID1A	
ASXL1	auto	ok	35	35	9	0.0	66.66666666666667			1.0	False	0.41806085955022126	DNMT3B	
KDM5C	auto	ok	33	34	10	30.0	50.0	0.9523809523809524	0.46534653465346537	1.0	False	0.26900798270881876	KANTR	
PTPRT	auto	ok	33	33	6	33.333333333333336	50.0	0.9	0.9702970297029703	1.0	False	0.286181974931791	ZHX3	
RUNX1	auto	ok	33	34	6	16.666666666666668	33.333333333333336	0.3333333333333333	0.9405940594059405	1.0	False	0.28666420601763554	IRF2BP2	
BCL2L11	auto	ok	32	32	14	21.428571428571427	14.285714285714286	1.0	1.0	1.0	False	0.29358249323825913	ACOXL	
DNMT3A	auto	ok	32	32	11	36.36363636363637	45.45454545454545	0.9545454545454546	1.0	1.0	False	0.3449538568468202	DTNB	
JAK3	auto	ok	32	34	9	0.0	55.55555555555556			1.0	False	0.40740740740740744	CIMAP1D	
PIK3R2	auto	ok	32	32	10	10.0	20.0	1.0	1.0	1.0	False	0.2571428571428572	PRKACA	
RPS6KB2	auto	ok	32	32	9	33.333333333333336	11.11111111111111	1.0	1.0	1.0	False	0.2619047619047619	ANO5	
ARID5B	auto	ok	31	33	6	0.0	50.0			1.0	False	0.4444444444444445	KIF5B	
CSDE1	auto	ok	31	31	5	0.0	60.0			1.0	False	0.4666666666666667	LRRC8B	
ERCC2	auto	ok	31	32	8	25.0	87.5	0.75	0.8613861386138614	1.0	False	0.2701715043272866	PPP1R13L	
PDGFRA	auto	ok	31	33	9	55.55555555555556	44.44444444444444	0.9920634920634921	0.33663366336633666	1.0	False	0.2915848538745351	EXOC1	
TP53BP1	auto	ok	31	31	11	18.181818181818183	54.54545454545455	0.9166666666666666	0.8910891089108911	1.0	False	0.3282247312810144	PPIP5K1	
EZH1	auto	ok	30	31	11	0.0	18.181818181818183			1.0	False	0.393939393939394	RAB37	
GNAS	auto	ok	30	30	8	25.0	0.0	1.0	1.0	1.0	False	0.26785714285714285	PTGIS	
AXIN1	auto	ok	29	29	6	50.0	83.33333333333333	0.5	0.6732673267326733	1.0	False	0.340175435411951	NPRL3	
CALR	auto	ok	29	29	9	44.44444444444444	0.0	1.0	1.0	1.0	False	0.2619047619047619	FARSA	
CBL	auto	ok	29	29	4	25.0	25.0	1.0	1.0	1.0	False	0.38167165756561566	KMT2A	
FUBP1	auto	ok	29	29	11	18.181818181818183	45.45454545454545	0.8333333333333334	0.9801980198019802	1.0	False	0.25355697393193516	ATP12A	
JAK1	auto	ok	29	30	8	12.5	12.5	1.0	1.0	1.0	False	0.3214285714285714	GLIS1	
NTRK2	auto	ok	29	30	5	0.0	40.0			1.0	False	0.4666666666666667	COL5A1	
AXIN2	auto	ok	28	28	4	0.0	75.0			1.0	False	0.5	PLXDC1	
KDR	auto	ok	28	29	9	11.11111111111111	55.55555555555556	0.5555555555555556	0.26732673267326734	1.0	False	0.2823675336770353	PAICS	
RARA	auto	ok	28	28	14	28.571428571428573	28.571428571428573	1.0	1.0	1.0	False	0.2448979591836735	KRT36	
TEK	auto	ok	28	28	9	0.0	22.22222222222222			1.0	False	0.40740740740740744	TSPAN9	
TET1	auto	ok	28	28	7	14.285714285714286	14.285714285714286	1.0	1.0	1.0	False	0.2755102040816326	CAMTA1	
IKBKE	auto	ok	27	28	12	25.0	8.333333333333334	0.2727272727272727	0.6138613861386139	1.0	False	0.257568917295871	RASAL2	
MAP2K4	auto	ok	27	27	7	14.285714285714286	0.0	1.0	1.0	1.0	False	0.39795918367346944	DNAH9	
PPM1D	auto	ok	27	29	12	8.333333333333334	25.0	1.0	1.0	1.0	False	0.2501742160278746	BCAS3	
SMAD3	auto	ok	27	27	9	11.11111111111111	55.55555555555556	1.0	1.0	1.0	False	0.30513944708318114	IQCH	
TRAF7	auto	ok	27	27	10	10.0	10.0	1.0	1.0	1.0	False	0.22376135425268373	E4F1	
IRS2	auto	ok	26	26	9	11.11111111111111	77.77777777777777	0.7777777777777778	0.9702970297029703	1.0	False	0.2623724511222672	DOCK9	
SOX9	auto	ok	26	27	5	0.0	40.0			1.0	False	0.4666666666666667	GRB2	
UPF1	auto	ok	26	26	6	33.333333333333336	33.333333333333336	0.7	0.2079207920792079	1.0	False	0.31007507425174013	CEP89	
CARD11	auto	ok	25	25	7	0.0	57.142857142857146			1.0	False	0.42857142857142855	CREB5	
FLT1	auto	ok	25	25	3	33.333333333333336	33.333333333333336	0.3333333333333333	0.49504950495049505	1.0	False	0.19569778952030104	IRS2	
MALT1	auto	ok	25	25	7	42.857142857142854	14.285714285714286	1.0	1.0	1.0	False	0.2755102040816326	SEC11C	
ASXL2	auto	ok	24	24	7	28.571428571428573	57.142857142857146	0.2857142857142857	0.49504950495049505	1.0	False	0.3476400999292162	PPM1G	
DIS3	auto	ok	24	24	6	16.666666666666668	16.666666666666668	1.0	1.0	1.0	False	0.4285714285714286	NALF1	
