event_id	sample_id	patient_id	fusion_name	partner_gene	frame_status	target_role	breakpoint_genomic	breakpoint_exon	breakpoint_protein_position	is_intronic_breakpoint	domain_status	domain_retained_fraction	domain_is_truncated	retained_domains	lost_domains	disrupted_domains	source_annotation_text	source_site2_effect_on_frame
EVT-P-0039255-T02-IM6-510	P-0039255-T02-IM6		EGFR-SEPTIN14	SEPTIN14	in-frame	five_prime	55270807	27	1091	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228) - SEPT14 (NM_207366) fusion: c.3271+489:EGFR_c.818-3507:SEPT14inv | Protein Fusion: in frame  {EGFR:SEPT14}	NA
EVT-P-0032604-T01-IM6-512	P-0032604-T01-IM6		EGFR-SEPTIN14	SEPTIN14	in-frame	five_prime	55268771	24	982	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228) - SEPT14 (NM_207366) fusion :  c.2947-110:EGFR_c.1120-1204:SEPT14 | Protein Fusion: in frame  {EGFR:SEPT14}	NA
EVT-P-0031753-T01-IM6-513	P-0031753-T01-IM6		EGFR-SEPTIN14	SEPTIN14	in-frame	five_prime	55268412	24	982	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228) - SEPT14 (NM_207366) fusion (EGFR exons 1-24 fused to SEPT14 exon 10): c.2946+306:EGFR_c.1119+2531:SEPT14inv | Protein Fusion: in frame  {EGFR:SEPT14}	NA
EVT-P-0005701-T01-IM5-514	P-0005701-T01-IM5		EGFR-SEPTIN14	SEPTIN14	in-frame	five_prime	55269490	26	1054	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228) - SEPT14 (NM_207366) rearrangement  : c.3162+15:EGFR_c.1119+2833:SEPT14inv | Protein fusion: in frame (EGFR-SEPT14)	NA
EVT-P-0043525-T01-IM6-515	P-0043525-T01-IM6		EGFR-SEPTIN14	SEPTIN14	in-frame	five_prime	55268859	24	982	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228) - SEPT14 (NM_207366) fusion: c.2947-22:EGFR_c.1120-807:SEPT14inv | Protein Fusion: in frame  {EGFR:SEPT14}	NA
EVT-P-0029159-T01-IM6-516	P-0029159-T01-IM6		EGFR-SEPTIN14	SEPTIN14	in-frame	three_prime	55269850	27	1055	True	lost	0.0	False		Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV		SEPT14 (NM_207366) - EGFR (NM_005228) rearrangement: c.1119+1369:SEPT14_c.3163-360:EGFRinv | Protein Fusion: in frame  {SEPT14:EGFR}	NA
EVT-P-0028241-T01-IM6-517	P-0028241-T01-IM6		EGFR-SEPTIN14	SEPTIN14	in-frame	five_prime	55268525	24	982	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228) - SEPT14 (NM_207366) fusion (EGFR exons 1-24 fused to SEPT14 exon 10): c.2947-356:EGFR_c.1119+4312:SEPT14inv | Protein Fusion: in frame  {EGFR:SEPT14}	NA
EVT-P-0025191-T02-IM6-518	P-0025191-T02-IM6		EGFR-SEPTIN14	SEPTIN14	in-frame	five_prime	55269542	26	1054	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228) - SEPT14 (NM_207366) fusion: c.3162+67:EGFR_c.1120-3396:SEPT14inv | Protein Fusion: in frame  {EGFR:SEPT14}	NA
EVT-P-0061245-T01-IM7-519	P-0061245-T01-IM7		EGFR-SEPTIN14	SEPTIN14	in-frame	five_prime	55268815	24	982	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228) - SEPT14 (NM_207366) rearrangement: c.2947-66:EGFR_c.1119+2973:SEPT14inv | Protein Fusion: in frame  {EGFR:SEPT14}	NA
EVT-P-0014220-T02-IM6-520	P-0014220-T02-IM6		EGFR-SEPTIN14	SEPTIN14	unknown	five_prime	55268942	25	1003	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228) - SEPT14 (NM_207366) fusion (EGFR exons 1-25 fused with SEPT14 exon 10): c.3008:EGFR_c.1120-4102:SEPT14inv | Protein Fusion: mid-exon  {EGFR:SEPT14}	NA
EVT-P-0023043-T01-IM6-521	P-0023043-T01-IM6		EGFR-SEPTIN14	SEPTIN14	in-frame	five_prime	55268179	24	982	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228) - SEPT14 (NM_207366) Fusion (EGFR exons 1-24 fused with SEPT14 exon 10) :  c.2946+73:EGFR_c.1120-1180:SEPT14 | Protein Fusion: in frame  {EGFR:SEPT14}	NA
EVT-P-0019603-T01-IM6-522	P-0019603-T01-IM6		EGFR-SEPTIN14	SEPTIN14	in-frame	five_prime	55268171	24	982	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228) - SEPT14 (NM_207366) Fusion ((EGFR exons 1-24 fused with SEPT14 exon 10) :  c.2946+65:EGFR_c.1119+3306:SEPT14 | Protein Fusion: in frame  {EGFR:SEPT14}	NA
EVT-P-0047356-T01-IM6-523	P-0047356-T01-IM6		EGFR-SEPTIN14	SEPTIN14	in-frame	five_prime	55268316	24	982	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228) - SEPT14 (NM_207366) fusion: c.2946+210:EGFR_c.1120-2817:SEPT14inv | Protein Fusion: in frame  {EGFR:SEPT14}	NA
EVT-P-0016256-T01-IM6-524	P-0016256-T01-IM6		EGFR-SEPTIN14	SEPTIN14	in-frame	five_prime	55268390	24	982	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228) - SEPT14 (NM_207366) fusion( EGFR exons 1-24 fused to SEPT14 exons 9-10): c.2946+284:EGFR_c.1120-3940:SEPT14inv | Protein Fusion: in frame  {EGFR:SEPT14}	NA
EVT-P-0015179-T01-IM6-525	P-0015179-T01-IM6		EGFR-SEPTIN14	SEPTIN14	in-frame	five_prime	55268650	24	982	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_002529) - SEPT14 (NM_014857) fusion (EGFR exons 1-24 fused with SEPT14 exon 10): c.2947-231:EGFR_c.1119+3910:SEPT14inv | Protein fusion: in frame (EGFR-SEPT14)	NA
EVT-P-0058375-T01-IM6-526	P-0058375-T01-IM6		EGFR-TNRC18	TNRC18	out-of-frame	five_prime	55269897	26	1054	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228) - TNRC18 (NM_001080495) fusion: c.3163-313:EGFR_c.5720-6144:TNRC18inv | Protein Fusion: out of frame  {EGFR:TNRC18}	NA
EVT-P-0016009-T01-IM6-527	P-0016009-T01-IM6		EGFR-VOPP1	VOPP1	in-frame	five_prime	55220393	6	249	True	lost	0.0	False	Receptor L domain	Protein tyrosine and serine/threonine kinase; Growth factor receptor domain IV	Furin-like cysteine rich region	EGFR (NM_005228) - VOPP1 (NM_030796): c.747+36:EGFR_c.55-23161VOPP1inv | Protein Fusion: in frame  {EGFR:VOPP1}	NA
EVT-P-0039262-T01-IM6-529	P-0039262-T01-IM6		EGFR-VSTM2A	VSTM2A	out-of-frame	five_prime	55241509	17	687	True	lost	0.0	False	Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV	Protein tyrosine and serine/threonine kinase		EGFR (NM_005228) - VSTM2A (NM_182546) rearrangement: c.2062-105:EGFR_c.634+2190:VSTM2Adup | Protein Fusion: out of frame  {EGFR:VSTM2A}	NA
EVT-P-0042236-T01-IM6-530	P-0042236-T01-IM6		EGFR-VWC2	VWC2	unknown	five_prime	55270225	27	1060	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228) - VWC2 (NM_198570) fusion: c.3178:EGFR_c.827-13914:VWC2dup | Protein Fusion: mid-exon  {EGFR:VWC2}	NA
EVT-P-0043097-T01-IM6-531	P-0043097-T01-IM6		EGFR-ZNF713	ZNF713	in-frame	five_prime	55269400	25	1038	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228) - ZNF713 (NM_182633) fusion: c.3115-28:EGFR_c.49-962:ZNF713del | Protein Fusion: in frame  {EGFR:ZNF713}	NA
EVT-P-0027944-T01-IM6-534	P-0027944-T01-IM6		FADD-EGFR	FADD	unknown	five_prime	55241077	17	687	True	lost	0.0	False	Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV	Protein tyrosine and serine/threonine kinase		EGFR (NM_005228) - FADD (NM_003824) rearrangement: t(7;11)(p11.2;q13.3)(chr7:g55241077::chr11:g70052330) | Protein Fusion: mid-exon  {EGFR:FADD}	NA
EVT-P-0027944-T03-IM6-535	P-0027944-T03-IM6		FADD-EGFR	FADD	unknown	five_prime	55241077	17	687	True	lost	0.0	False	Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV	Protein tyrosine and serine/threonine kinase		EGFR (NM_005228) - FADD (NM_003824) rearrangement: t(7;11)(p11.2;q13.3)(chr7:g55241077::chr11:g70052330) | Protein Fusion: mid-exon  {EGFR:FADD}	NA
EVT-P-0063743-T01-IM7-536	P-0063743-T01-IM7		GARS1-EGFR	GARS1	out-of-frame	three_prime	55222368	8	297	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Growth factor receptor domain IV	Receptor L domain	Furin-like cysteine rich region	GARS (NM_002047) - EGFR (NM_005228) fusion: c.1032-338:GARS_c.889+523:EGFRdel | Protein Fusion: out of frame  {GARS:EGFR}	NA
EVT-P-0021038-T01-IM6-538	P-0021038-T01-IM6		KIF5B-EGFR	KIF5B	in-frame	three_prime	55241486	18	688	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase	Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV		KIF5B (NM_004521) - EGFR (NM_005228) rearrangement: t(7;10)(p11.2;q11.22)(chr7:g.55241486::chr10:g.32312089) | Protein Fusion: in frame  {KIF5B:EGFR}	NA
EVT-P-0025018-T01-IM6-539	P-0025018-T01-IM6		LANCL2-EGFR	LANCL2	out-of-frame	three_prime	55268537	25	983	True	lost	0.0	False		Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV		LANCL2 (NM_018697) - EGFR (NM_005228) rearrangement: c.1259-255:LANCL2_c.2947-344:EGFRdup | Protein Fusion: out of frame  {LANCL2:EGFR}	NA
EVT-P-0059222-T01-IM7-540	P-0059222-T01-IM7		NIPSNAP2-EGFR	NIPSNAP2	unknown	three_prime	55233046	15	599	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase	Receptor L domain; Furin-like cysteine rich region	Growth factor receptor domain IV	GBAS (NM_001483) - EGFR (NM_005228) fusion: c.92+717:GBAS_c.1796:EGFRdup | Protein Fusion: mid-exon  {GBAS:EGFR}	NA
EVT-P-0037759-T01-IM6-541	P-0037759-T01-IM6		NIPSNAP2-EGFR	NIPSNAP2	out-of-frame	three_prime	55268444	25	983	True	lost	0.0	False		Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV		GBAS (NM_001483) - EGFR(NM_005228) Rearrangement: c.2946+338:EGFR_c.279-1159:GBASdup | Protein Fusion: out of frame  {GBAS:EGFR}	NA
EVT-P-0037759-T03-IM6-542	P-0037759-T03-IM6		NIPSNAP2-EGFR	NIPSNAP2	out-of-frame	three_prime	55268444	25	983	True	lost	0.0	False		Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV		GBAS (NM_001483) - EGFR (NM_005228) rearrangement: c.279-1159:GBAS_c.2946+338:EGFRdup | Protein Fusion: out of frame  {GBAS:EGFR}	NA
EVT-P-0036028-T01-IM6-543	P-0036028-T01-IM6		NUMA1-EGFR	NUMA1	in-frame	three_prime	55241128	18	688	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase	Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV		NUMA1 (NM_006185) - EGFR (NM_005228) rearrangement: t(7;11)(p11.2;q13.4)(chr7:g.55241128::chr11:g.71728415) | Protein Fusion: in frame  {NUMA1:EGFR}	NA
EVT-P-0065470-T01-IM7-545	P-0065470-T01-IM7		PDE1C-EGFR	PDE1C	unknown	three_prime	55240707	17	651	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase	Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV		PDE1C (NM_001191058) - EGFR (NM_005228) fusion: c.86-15224:PDE1C_c.1951:EGFRinv | Protein Fusion: mid-exon  {PDE1C:EGFR}	NA
EVT-P-0059032-T01-IM7-546	P-0059032-T01-IM7		PLOD3-EGFR	PLOD3	out-of-frame	three_prime	55179084	2	30	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			PLOD3 (NM_001084) - EGFR (NM_005228) fusion: c.2062-9:PLOD3_c.89-30895:EGFRinv | Protein Fusion: out of frame  {PLOD3:EGFR}	NA
EVT-P-0028484-T02-IM6-548	P-0028484-T02-IM6		SCAF4-EGFR	SCAF4	out-of-frame	three_prime	55214145	4	142	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Furin-like cysteine rich region; Growth factor receptor domain IV		Receptor L domain	SCAF4 (NM_020706) - EGFR (NM_005228) fusion: t(7;21)(p11.2;q22.11)(chr7:g.55214145::chr21:g.33094864) | Protein Fusion: out of frame  {SCAF4:EGFR}	NA
EVT-P-0030910-T01-IM6-551	P-0030910-T01-IM6		SEL1L-EGFR	SEL1L	in-frame	three_prime	55222485	8	297	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Growth factor receptor domain IV	Receptor L domain	Furin-like cysteine rich region	SEL1L (NM_005065) - EGFR (NM_005228) rearrangement: t(7;14)(p11.2;q31.1)(chr7:g.55222485::chr14:g.81986576) | Protein Fusion: in frame  {SEL1L:EGFR}	NA
EVT-P-0052976-T02-IM7-552	P-0052976-T02-IM7		TNS3-EGFR	TNS3	in-frame	three_prime	55222307	8	297	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Growth factor receptor domain IV	Receptor L domain	Furin-like cysteine rich region	TNS3 (NM_022748) - EGFR (NM_005228) fusion: c.1025-2026:TNS3_c.889+462:EGFRinv | Protein Fusion: in frame  {TNS3:EGFR}	NA
EVT-P-0006873-T01-IM5-554	P-0006873-T01-IM5		TUT7-EGFR	TUT7	unknown	five_prime	55238031	15	627	True	lost	0.0	False	Receptor L domain; Furin-like cysteine rich region	Protein tyrosine and serine/threonine kinase	Growth factor receptor domain IV	EGFR (NM_005228) - ZCCHC6  (NM_024617) rearrangement :  : t(7;9)(chr7p11.2;chr9q21.33)(chr7:g.55238031::chr9:g.88930920) | Protein fusion: mid-exon (EGFR-ZCCHC6)	NA
EVT-P-0015419-T01-IM6-555	P-0015419-T01-IM6		VPS41-EGFR	VPS41	unknown	five_prime	55268890	25	986	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			EGFR (NM_005228)- VPS41 (NM_014396) Rearrangement : c.2956:EGFR_c.247-4922:VPS41inv | Protein fusion: mid-exon (EGFR-VPS41)	NA
EVT-P-0030222-T01-IM6-557	P-0030222-T01-IM6		VWC2-EGFR	VWC2	out-of-frame	three_prime	55259621	22	876	True	disrupted	0.3557312252964427	True		Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV	Protein tyrosine and serine/threonine kinase	VWC2 (NM_198570) - EGFR (NM_005228) rearrangement: c.827-37789:VWC2_c.2625+54:EGFRdel | Protein Fusion: out of frame  {VWC2:EGFR}	NA
EVT-P-0019922-T01-IM6-558	P-0019922-T01-IM6		YIF1B-EGFR	YIF1B	unknown	three_prime	55238939	17	640	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase	Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV		EGFR (NM_005228) rearrangement: t(7;19)(p22.1;q13.2)(chr7:g.5523893::chr19:g.38806683) | Antisense Fusion	NA
EVT-P-0030222-T01-IM6-559	P-0030222-T01-IM6		ZPBP-EGFR	ZPBP	unknown	three_prime	55209996	2	36	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase; Receptor L domain; Furin-like cysteine rich region; Growth factor receptor domain IV			ZPBP (NM_007009) - EGFR (NM_005228)  rearrangement: c.487+5719:ZPBP_c.106:EGFRinv | Protein Fusion: mid-exon  {ZPBP:EGFR}	NA
