event_id	sample_id	patient_id	fusion_name	partner_gene	frame_status	target_role	breakpoint_genomic	breakpoint_exon	breakpoint_protein_position	is_intronic_breakpoint	domain_status	domain_retained_fraction	domain_is_truncated	retained_domains	lost_domains	disrupted_domains	source_annotation_text	source_site2_effect_on_frame
EVT-P-0013954-T01-IM5-43	P-0013954-T01-IM5		FGFR3-NSD2	NSD2	unknown	three_prime	1808929	17	787	False	lost	0.0	False		Protein tyrosine and serine/threonine kinase		WHSC1 (NM_001042424)  - FGFR3 (NM_000142)  rearrangement: c.3255+4:WHSC1_c.2361:FGFR3dup | Protein fusion: mid-exon (WHSC1-FGFR3)	NA
EVT-P-0024991-T01-IM6-44	P-0024991-T01-IM6		FGFR3-ROBO1	ROBO1	unknown	five_prime	1808963	17	799	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - ROBO1 (NM_002941) fusion: t(3;4)(p12.3;p16.3)(chr3:g.78737098::chr4:g.1808963) | Protein Fusion: mid-exon  {FGFR3:ROBO1}	NA
EVT-P-0022387-T02-IM6-48	P-0022387-T02-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808707	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2274+46:FGFR3_c.1942-224:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0044466-T02-IM6-49	P-0044466-T02-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808773	17	759	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2275-70:FGFR3_c.1645-159:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0055884-T01-IM6-50	P-0055884-T01-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808886	17	773	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2318:FGFR3_c.1942-928:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0000941-T02-IM6-51	P-0000941-T02-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808894	17	776	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2326:FGFR3_c.1942-988:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0056846-T01-IM6-52	P-0056846-T01-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808698	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2274+37:FGFR3_c.1942-426:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0053694-T03-IM6-53	P-0053694-T03-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808911	17	781	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2343:FGFR3_c.1942-151:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0053694-T02-IM6-54	P-0053694-T02-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808911	17	781	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2343:FGFR3_c.1942-151:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0016989-T02-IM6-55	P-0016989-T02-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808718	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2274+57:FGFR3_c.1645-139:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0053694-T01-IM6-57	P-0053694-T01-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808911	17	781	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2343:FGFR3_c.1942-151:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0052352-T02-IM6-59	P-0052352-T02-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808764	17	759	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2275-79:FGFR3_c.1837-58:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0052324-T01-IM6-60	P-0052324-T01-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808803	17	759	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2275-40:FGFR3_c.1942-486:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0059195-T01-IM7-61	P-0059195-T01-IM7		FGFR3-TACC3	TACC3	in-frame	five_prime	1808841	17	759	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2275-2:FGFR3_c.1645-51:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0060831-T01-IM7-62	P-0060831-T01-IM7		FGFR3-TACC3	TACC3	in-frame	five_prime	1808827	17	759	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2275-16:FGFR3_c.1941+414:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0060879-T01-IM7-63	P-0060879-T01-IM7		FGFR3-TACC3	TACC3	unknown	five_prime	1808945	17	793	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2377:FGFR3_c.1942-241:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0011503-T01-IM5-64	P-0011503-T01-IM5		FGFR3-TACC3	TACC3	unknown	five_prime	1808967	17	800	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion (FGFR3 exons 1-18 with TACC3 exons 10-16): c.2399:FGFR3_c.1836+75:TACC3dup | Protein fusion: mid-exon (FGFR3-TACC3)	NA
EVT-P-0051755-T01-IM6-65	P-0051755-T01-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808806	17	759	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2275-37:FGFR3_c.1942-333:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0010534-T01-IM5-66	P-0010534-T01-IM5		FGFR3-TACC3	TACC3	unknown	five_prime	1808859	17	764	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion (FGFR3 exons 1-18 fused to TACC3 exons 10-16): c.2363:FGFR3 _c.1784:TACC3dup | Protein fusion: mid-exon (FGFR3-TACC3)	NA
EVT-P-0010096-T03-IM6-67	P-0010096-T03-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808925	17	786	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2357:FGFR3_c.1941+378:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0060879-T02-IM7-68	P-0060879-T02-IM7		FGFR3-TACC3	TACC3	unknown	five_prime	1808945	17	793	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2377:FGFR3_c.1942-241:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0062326-T01-IM7-69	P-0062326-T01-IM7		FGFR3-TACC3	TACC3	unknown	five_prime	1808913	17	782	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2345:FGFR3_c.1386-12:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0051602-T01-IM6-70	P-0051602-T01-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808884	17	772	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2316:FGFR3_c.1942-997:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0051575-T01-IM6-71	P-0051575-T01-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808724	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2274+63:FGFR3_c.1461+64:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0051267-T01-IM6-72	P-0051267-T01-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808672	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2274+11:FGFR3_c.1645-143:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0051173-T02-IM6-73	P-0051173-T02-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808716	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2274+55:FGFR3_c.1941+61:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0063306-T01-IM7-74	P-0063306-T01-IM7		FGFR3-TACC3	TACC3	in-frame	five_prime	1808764	17	759	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2275-79:FGFR3_c.1461+18:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0063929-T01-IM7-75	P-0063929-T01-IM7		FGFR3-TACC3	TACC3	in-frame	five_prime	1808782	17	759	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2275-61:FGFR3_c.1941+145:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0051724-T01-IM6-76	P-0051724-T01-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808760	17	759	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2275-83:FGFR3_c.1942-112:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0050757-T02-IM7-77	P-0050757-T02-IM7		FGFR3-TACC3	TACC3	unknown	five_prime	1808660	16	758	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2273:FGFR3_c.1572:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0006879-T01-IM5-78	P-0006879-T01-IM5		FGFR3-TACC3	TACC3	unknown	five_prime	1808967	17	800	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) Fusion (FGFR3 exons 1 to 18 fused with TACC3 exons 11-16 ) : c.2399:FGFR3_c.1941+196:TACC3dup | Protein fusion: mid-exon (FGFR3-TACC3)	NA
EVT-P-0025859-T01-IM6-79	P-0025859-T01-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1800997	2	42	False	lost	0.0	False		Protein tyrosine and serine/threonine kinase		FGFR3 (NM_000142) - TACC3 (NM_006342) rearrangement: c.126:FGFR3_c.1941+33:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0050136-T01-IM6-80	P-0050136-T01-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808922	17	785	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2354:FGFR3_c.2040:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0027054-T03-IM6-81	P-0027054-T03-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808898	17	777	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2330:FGFR3_c.1942-902:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0027054-T05-IM6-82	P-0027054-T05-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808898	17	777	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2330:FGFR3_c.1942-902:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0027054-T07-IM7-83	P-0027054-T07-IM7		FGFR3-TACC3	TACC3	unknown	five_prime	1808898	17	777	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2330:FGFR3_c.1942-902:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0049741-T02-IM6-84	P-0049741-T02-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808830	17	759	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2275-13:FGFR3_c.1942-479:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0049502-T01-IM6-85	P-0049502-T01-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808726	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2274+65:FGFR3_c.1941+538:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0048985-T01-IM6-86	P-0048985-T01-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808827	17	759	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2275-16:FGFR3_c.1788:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0048947-T01-IM6-87	P-0048947-T01-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808898	17	777	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2330:FGFR3_c.1941+104:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0006660-T02-IM6-88	P-0006660-T02-IM6		FGFR3-TACC3	TACC3	out-of-frame	five_prime	1808678	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2274+17:FGFR3_c.1591+1556:TACC3dup | Protein Fusion: out of frame  {FGFR3:TACC3}	NA
EVT-P-0047604-T01-IM6-89	P-0047604-T01-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808692	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2274+31:FGFR3_c.1941+484:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0045507-T01-IM6-90	P-0045507-T01-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808733	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2274+72:FGFR3_c.1942-413:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0045382-T01-IM6-91	P-0045382-T01-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808903	17	779	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2335:FGFR3_c.1942-101:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0047573-T01-IM6-92	P-0047573-T01-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808844	17	759	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2276:FGFR3_c.1942-892:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0064650-T01-IM7-93	P-0064650-T01-IM7		FGFR3-TACC3	TACC3	in-frame	five_prime	1808781	17	759	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2275-62:FGFR3_c.1837-81:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0065466-T01-IM7-94	P-0065466-T01-IM7		FGFR3-TACC3	TACC3	in-frame	five_prime	1808795	17	759	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2275-48:FGFR3_c.1942-685:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0005361-T01-IM5-96	P-0005361-T01-IM5		FGFR3-TACC3	TACC3	unknown	five_prime	1803212	4	188	False	lost	0.0	False		Protein tyrosine and serine/threonine kinase		FGFR3 (NM_000142) -TACC3 (NM_006342) Fusion (FGFR3 exon 5 fused to TACC3 exon 14) : c.564:FGFR3_c.2223+249:TACC3dup | Protein fusion: mid-exon (FGFR3-TACC3)	NA
EVT-P-0005128-T01-IM5-97	P-0005128-T01-IM5		FGFR3-TACC3	TACC3	in-frame	five_prime	1808814	17	759	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3(NM_000142) -TACC3 (NM_006342) Fusion (FGFR3 exon 17 fused to TACC3 exon 11)  : c.2275-29:FGFR3_c.1942-314:TACC3dup | Protein fusion: in frame (FGFR3-TACC3)	NA
EVT-P-0032266-T01-IM6-98	P-0032266-T01-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808745	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2274+84:FGFR3_c.1645-165:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0016238-T03-IM7-99	P-0016238-T03-IM7		FGFR3-TACC3	TACC3	in-frame	five_prime	1808706	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2274+45:FGFR3_c.1942-654:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0047604-T02-IM6-100	P-0047604-T02-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808692	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2274+31:FGFR3_c.1941+484:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0066401-T01-IM7-101	P-0066401-T01-IM7		FGFR3-TACC3	TACC3	unknown	five_prime	1808930	17	788	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2362:FGFR3_c.1942-935:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0004694-T01-IM5-102	P-0004694-T01-IM5		FGFR3-TACC3	TACC3	unknown	five_prime	1808881	17	771	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3(NM_000142) -TACC3(NM_006342) Fusion ( FGFR3 exon 17 fused with TACC3 exon 9) :  c.2313:FGFR3_c.1837-88:TACC3dup | Protein fusion: mid-exon (FGFR3-TACC3)	NA
EVT-P-0003853-T01-IM5-103	P-0003853-T01-IM5		FGFR3-TACC3	TACC3	in-frame	five_prime	1808680	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion (FGFR3 exons 1 to 17 with TACC3 exons 11 to 16) | Protein fusion: in frame (FGFR3-TACC3)	NA
EVT-P-0003827-T01-IM5-104	P-0003827-T01-IM5		FGFR3-TACC3	TACC3	in-frame	five_prime	1808714	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion (FGFR3 exons 1-17 fused to TACC3 exons 11-16): c.1941+232:TACC3_c.2274+53:FGFR3dup | Protein fusion: in frame (FGFR3-TACC3)	NA
EVT-P-0046580-T03-IM6-105	P-0046580-T03-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808716	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2274+55:FGFR3_c.1943:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0046580-T02-IM6-106	P-0046580-T02-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808716	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2274+55:FGFR3_c.1943:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0045507-T04-IM7-107	P-0045507-T04-IM7		FGFR3-TACC3	TACC3	in-frame	five_prime	1808733	16	758	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2274+72:FGFR3_c.1942-413:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0037126-T01-IM6-108	P-0037126-T01-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808878	17	770	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2310:FGFR3_c.1837-16:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0038253-T01-IM6-109	P-0038253-T01-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808852	17	762	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142)  -TACC3( NM_006342) Fusion (FGFR3 exon18 fused with TACC3 exon8) : c.2284:FGFR3_c.1644+106:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0038318-T01-IM6-110	P-0038318-T01-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808756	17	759	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2275-87:FGFR3_c.1462-57:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
EVT-P-0038414-T01-IM6-111	P-0038414-T01-IM6		FGFR3-TACC3	TACC3	unknown	five_prime	1808869	17	767	False	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2301:FGFR3_c.1941+974:TACC3dup | Protein Fusion: mid-exon  {FGFR3:TACC3}	NA
EVT-P-0039109-T01-IM6-112	P-0039109-T01-IM6		FGFR3-TACC3	TACC3	in-frame	five_prime	1808760	17	759	True	retained	1.0	False	Protein tyrosine and serine/threonine kinase			FGFR3 (NM_000142) - TACC3 (NM_006342) fusion: c.2275-83:FGFR3_c.162+65:TACC3dup | Protein Fusion: in frame  {FGFR3:TACC3}	NA
