event_id	sample_id	patient_id	fusion_name	partner_gene	frame_status	target_role	breakpoint_genomic	breakpoint_exon	breakpoint_protein_position	is_intronic_breakpoint	domain_status	domain_retained_fraction	domain_is_truncated	retained_domains	lost_domains	disrupted_domains	source_annotation_text	source_site2_effect_on_frame
EVT-P-0009855-T01-IM5-13	P-0009855-T01-IM5		GON4L-NTRK1	GON4L	unknown	three_prime	156843711	8	379	False	retained	1.0	False	Protein kinase domain			GON4L (NM_001037533) - NTRK1 (NM_002529) rearrangement : c.4141:GON4L_c.1137:NTRK1inv | Protein fusion: mid-exon (GON4L-NTRK1)	NA
EVT-P-0050669-T01-IM6-15	P-0050669-T01-IM6		IQGAP3-NTRK1	IQGAP3	unknown	three_prime	156844408	10	414	False	retained	1.0	False	Protein kinase domain			IQGAP3 (NM_178229) - NTRK1 (NM_002529) fusion: c.2531-131:IQGAP3_c.1241:NTRK1inv | Protein Fusion: mid-exon  {IQGAP3:NTRK1}	NA
EVT-P-0022925-T01-IM6-16	P-0022925-T01-IM6		LMNA-NTRK1	LMNA	unknown	three_prime	156844398	10	411	False	retained	1.0	False	Protein kinase domain			LMNA (NM_170707) - NTRK1 (NM_002529) fusion (LMNA exons 1-3 fused to NTRK1 exons 10 - 17): c.513+1675:LMNA_c.1231:NTRK1del | Protein Fusion: mid-exon  {LMNA:NTRK1}	NA
EVT-P-0010581-T01-IM5-17	P-0010581-T01-IM5		LMNA-NTRK1	LMNA	in-frame	three_prime	156844556	10	417	True	retained	1.0	False	Protein kinase domain			LMNA (NM_170707) - NTRK (NM_002529) fusion (LMNA exons 1-2 fused to NTRK1 exons 11-17): c.514-811:LMNA_c.1251+138:NTRK1del | Protein fusion: in frame (LMNA-NTRK1)	NA
EVT-P-0010086-T01-IM5-18	P-0010086-T01-IM5		LMNA-NTRK1	LMNA	in-frame	three_prime	156844436	10	417	True	retained	1.0	False	Protein kinase domain			LMNA (NM_170707) - NTRK1 (NM_002529) rearrangement: c.514-1686:LMNA_c.1251+18:NTRK1del | Protein fusion: in frame (LMNA-NTRK1)	NA
EVT-P-0007739-T01-IM5-19	P-0007739-T01-IM5		LMNA-NTRK1	LMNA	unknown	three_prime	156845035	11	452	True	retained	1.0	False	Protein kinase domain			LMNA (NM_170707) - NTRK1 (NM_002529) Fusion (LMNA exons 1-8 fused to NTRK1 exons 12-17):  c.1443:LMNA_c.1354+235:NTRK1 | Protein fusion: mid-exon (LMNA-NTRK1)	NA
EVT-P-0003705-T01-IM5-24	P-0003705-T01-IM5		LMNA-NTRK1	LMNA	unknown	three_prime	156845433	12	492	False	retained	1.0	False	Protein kinase domain			c.686:LMNA_c.1476:NTRK1del | Protein fusion: mid-exon (LMNA-NTRK1)	NA
EVT-P-0003329-T04-IM6-25	P-0003329-T04-IM6		LMNA-NTRK1	LMNA	unknown	three_prime	156845200	12	452	True	retained	1.0	False	Protein kinase domain			LMNA (NM_170707) - NTRK1 (NM_002529) fusion (LMNA exons 1-2 fused to NTRK1 exons 12 - 17): c.495:LMNA_c.1355-112:NTRK1del | Protein Fusion: mid-exon  {LMNA:NTRK1}	NA
EVT-P-0003329-T03-IM6-26	P-0003329-T03-IM6		LMNA-NTRK1	LMNA	unknown	three_prime	156845200	12	452	True	retained	1.0	False	Protein kinase domain			LMNA (NM_170707) - NTRK1 (NM_002529) fusion (LMNA exons 1-2 fused to NTRK1 exons 12 - 17): c.495:LMNA_c.1355-112:NTRK1del | Protein Fusion: mid-exon  {LMNA:NTRK1}	NA
EVT-P-0066239-T01-IM7-27	P-0066239-T01-IM7		LMNA-NTRK1	LMNA	unknown	three_prime	156845170	12	452	True	retained	1.0	False	Protein kinase domain			LMNA (NM_170707) - NTRK1 (NM_002529) fusion: c.1428:LMNA_c.1355-142:NTRK1del | Protein Fusion: mid-exon  {LMNA:NTRK1}	NA
EVT-P-0003329-T02-IM6-28	P-0003329-T02-IM6		LMNA-NTRK1	LMNA	unknown	three_prime	156845200	12	452	True	retained	1.0	False	Protein kinase domain			LMNA (NM_170707) - NTRK1 (NM_002529) Fusion (LMNA exon2 fused with NTRK1 exon12 ): c.495:LMNA_c.1355-112:NTRK1del | Protein Fusion: mid-exon  {LMNA:NTRK1}	NA
EVT-P-0023994-T06-IM6-29	P-0023994-T06-IM6		LMNA-NTRK1	LMNA	in-frame	three_prime	156844525	10	417	True	retained	1.0	False	Protein kinase domain			LMNA (NM_170707) - NTRK1 (NM_002529) fusion: c.1699-362:LMNA_c.1251+107:NTRK1del | Protein Fusion: in frame  {LMNA:NTRK1}	NA
EVT-P-0023994-T05-IM6-30	P-0023994-T05-IM6		LMNA-NTRK1	LMNA	in-frame	three_prime	156844525	10	417	True	retained	1.0	False	Protein kinase domain			LMNA (NM_170707) - NTRK1 (NM_002529) Fusion (LMNA exon 10 fused with NTRK1 exon 11) : c.1699-362:LMNA_c.1251+107:NTRK1del | Protein Fusion: in frame  {LMNA:NTRK1}	NA
EVT-P-0023994-T01-IM6-31	P-0023994-T01-IM6		LMNA-NTRK1	LMNA	in-frame	three_prime	156844525	10	417	True	retained	1.0	False	Protein kinase domain			LMNA (NM_170707) - NTRK1 (NM_002529) fusion (LMNA exons 1-10 fused to NTRK1 exons 11-17): c.1699-362:LMNA_c.1251+107:NTRK1del | Protein Fusion: in frame  {LMNA:NTRK1}	NA
EVT-P-0025031-T02-IM6-32	P-0025031-T02-IM6		LTAP1-NTRK1	LTAP1	unknown	three_prime	156846272	14	571	False	disrupted	0.7814814814814814	True			Protein kinase domain	C1orf43 (NM_001098616) - NTRK1 (NM_002529): c.168+114:C1orf43_c.1713:NTRK1inv | Protein Fusion: mid-exon  {C1orf43:NTRK1}	NA
EVT-P-0024231-T01-IM6-33	P-0024231-T01-IM6		MEF2D-NTRK1	MEF2D	in-frame	five_prime	156845756	13	501	True	lost	0.0	False		Protein kinase domain		NTRK1 (NM_002529) - MEF2D (NM_005920) rearrangement: c.1502-116:NTRK1_c.1006+1908:MEF2Binv | Protein Fusion: in frame  {NTRK1:MEF2D}	NA
EVT-P-0045731-T01-IM6-35	P-0045731-T01-IM6		NOS1AP-NTRK1	NOS1AP	unknown	three_prime	156843455	8	294	False	retained	1.0	False	Protein kinase domain			NOS1AP (NM_014697) - NTRK1 (NM_002529) fusion: c.1106-363:NOS1AP_c.881:NTRK1dup | Protein Fusion: mid-exon  {NOS1AP:NTRK1}	NA
EVT-P-0026354-T01-IM6-36	P-0026354-T01-IM6		NTRK1-ARHGEF11	ARHGEF11	in-frame	three_prime	156845184	12	452	True	retained	1.0	False	Protein kinase domain			ARHGEF11 (NM_198236) - NTRK1 (NM_002529)  rearrangement: c.4631-285:ARHGEF11_c.1355-128:NTRK1inv | Protein Fusion: in frame  {ARHGEF11:NTRK1}	NA
EVT-P-0035466-T01-IM6-37	P-0035466-T01-IM6		NTRK1-ATP1A2	ATP1A2	unknown	three_prime	156844714	11	423	False	retained	1.0	False	Protein kinase domain			ATP1A2 (NM_000702) - NTRK1 (NM_002529) rearrangement: c.2563+2:ATP1A2_c.1268:NTRK1dup | Protein Fusion: mid-exon  {ATP1A2:NTRK1}	NA
EVT-P-0058090-T04-IM7-38	P-0058090-T04-IM7		NTRK1-CADM3	CADM3	out-of-frame	five_prime	156836298	4	120	True	lost	0.0	False		Protein kinase domain		NTRK1 (NM_002529) - CADM3 (NM_021189) rearrangement: c.360-404:NTRK1_c.88+5312:CADM3del | Protein Fusion: out of frame  {NTRK1:CADM3}	NA
EVT-P-0021262-T01-IM6-41	P-0021262-T01-IM6		NTRK1-F11R	F11R	in-frame	three_prime	156844288	10	399	True	retained	1.0	False	Protein kinase domain			F11R (NM_016946) - NTRK1 (NM_002529) rearrangement: c.389-101:F11R_c.1196-75:NTRK1inv | Protein Fusion: in frame  {F11R:NTRK1}	NA
EVT-P-0022467-T01-IM6-42	P-0022467-T01-IM6		NTRK1-IRF2BP2	IRF2BP2	in-frame	three_prime	156844129	9	393	True	retained	1.0	False	Protein kinase domain			IRF2BP2 (NM_001077397) - NTRK1 (NM_002529) fusion (IRF2BP2 exon 1 fused with NTRK1 exons 9-17): c.1001-193:IRF2BP2_c.1178-46:NTRK1inv | Protein Fusion: in frame  {IRF2BP2:NTRK1}	NA
EVT-P-0010628-T01-IM5-43	P-0010628-T01-IM5		NTRK1-IRF2BP2	IRF2BP2	unknown	three_prime	156844224	9	399	True	retained	1.0	False	Protein kinase domain			IRF2BP2 (NM_001077397) - NTRK1 (NM_002529) rearrangement : c.948:IRF2BP2_1195+32:NTRK1inv | Protein fusion: mid-exon (IRF2BP2-NTRK1)	NA
EVT-P-0010628-T03-IM6-44	P-0010628-T03-IM6		NTRK1-IRF2BP2	IRF2BP2	unknown	three_prime	156844223	9	399	True	retained	1.0	False	Protein kinase domain			IRF2BP2 (NM_001077397) - NTRK1 (NM_002529) rearrangement: c.950:IRF2BP2_c.1195+31:NTRK1inv | Protein Fusion: mid-exon  {IRF2BP2:NTRK1}	NA
EVT-P-0027278-T01-IM6-45	P-0027278-T01-IM6		NTRK1-KIF21B	KIF21B	unknown	three_prime	156843723	8	383	False	retained	1.0	False	Protein kinase domain			KIF21B (NM_001252100) - NTRK1 (NM_002529) rearrangement: c.2077+601:KIF21B_c.1149:NTRK1inv | Protein Fusion: mid-exon  {KIF21B:NTRK1}	NA
EVT-P-0056197-T01-IM6-46	P-0056197-T01-IM6		NTRK1-NELFCD	NELFCD	out-of-frame	five_prime	156843148	8	284	True	lost	0.0	False		Protein kinase domain		NTRK1 (NM_002529) - NELFCD (NM_198976) rearrangement: t(1;20)(q23.1;q13.32)(chr1:g.156843148::chr20:g.57565762) | Protein Fusion: out of frame  {NTRK1:NELFCD}	NA
EVT-P-0027277-T01-IM6-79	P-0027277-T01-IM6		NTRK1-PEAR1	PEAR1	in-frame	three_prime	156844219	9	399	True	retained	1.0	False	Protein kinase domain			PEAR1 (NM_001080471) - NTRK1 (NM_002529) fusion (PEAR1 exons 1-15 fused to NTRK1 exons 9-17): c.1951+466:PEAR1_c.1195+27:NTRK1dup | Protein Fusion: in frame  {PEAR1:NTRK1}	NA
EVT-P-0029892-T05-IM6-80	P-0029892-T05-IM6		NTRK1-PLEKHA6	PLEKHA6	in-frame	three_prime	156844239	9	399	True	retained	1.0	False	Protein kinase domain			PLEKHA6 (NM_014935) - NTRK1 (NM_002529) fusion: c.2032+105:PLEKHA6_c.1195+47:NTRK1inv | Protein Fusion: in frame  {PLEKHA6:NTRK1}	NA
EVT-P-0029892-T04-IM6-81	P-0029892-T04-IM6		NTRK1-PLEKHA6	PLEKHA6	in-frame	three_prime	156844239	9	399	True	retained	1.0	False	Protein kinase domain			PLEKHA6 (NM_014935) - NTRK1 (NM_002529) fusion: c.2032+105:PLEKHA6_c.1195+47:NTRK1inv | Protein Fusion: in frame  {PLEKHA6:NTRK1}	NA
EVT-P-0029892-T03-IM6-82	P-0029892-T03-IM6		NTRK1-PLEKHA6	PLEKHA6	in-frame	three_prime	156844239	9	399	True	retained	1.0	False	Protein kinase domain			PLEKHA6 (NM_014935) - NTRK1 (NM_002529) fusion: c.2032+105:PLEKHA6_c.1195+47:NTRK1inv | Protein Fusion: in frame  {PLEKHA6:NTRK1}	NA
EVT-P-0038819-T01-IM6-83	P-0038819-T01-IM6		NTRK1-RAB25	RAB25	out-of-frame	five_prime	156844458	10	417	True	lost	0.0	False		Protein kinase domain		NTRK1 (NM_002529) - RAB25 (NM_020387) Rearrangement : | Protein Fusion: out of frame  {NTRK1:RAB25}	NA
EVT-P-0015004-T01-IM6-84	P-0015004-T01-IM6		NTRK1-RABGAP1L	RABGAP1L	out-of-frame	five_prime	156844972	11	452	True	lost	0.0	False		Protein kinase domain		NTRK1 (NM_002529) - RABGAP1L (NM_014857) rearrangement: c.1354+172:NTRK1_c.2340+50594:RABGAP1Ldel | Protein fusion: out of frame (NTRK1-RABGAP1L)	NA
EVT-P-0038568-T01-IM6-85	P-0038568-T01-IM6		NTRK1-SEMA4A	SEMA4A	out-of-frame	five_prime	156841963	7	284	True	lost	0.0	False		Protein kinase domain		NTRK1 (NM_002529) - SEMA4A (NM_001193300) rearrangement: c.850+416:NTRK1_c.301-270:SEMA4Adup | Protein Fusion: out of frame  {NTRK1:SEMA4A}	NA
EVT-P-0048896-T01-IM6-86	P-0048896-T01-IM6		NTRK1-SMYD2	SMYD2	unknown	five_prime	156844382	10	405	False	lost	0.0	False		Protein kinase domain		NTRK1 (NM_002529) - SMYD2 (NM_020197) rearrangement: c.1215:NTRK1_c.602+876:SMYD2del | Protein Fusion: mid-exon  {NTRK1:SMYD2}	NA
EVT-P-0023987-T01-IM6-88	P-0023987-T01-IM6		NTRK1-TPR	TPR	unknown	three_prime	156844285	10	399	True	retained	1.0	False	Protein kinase domain			TPR (NM_003292) - NTRK1 (NM_002529) rearrangement: c.2902:TPR_c.1196-78:NTRK1inv | Protein Fusion: mid-exon  {TPR:NTRK1}	NA
EVT-P-0024549-T03-IM6-89	P-0024549-T03-IM6		NTRK1-TPR	TPR	in-frame	three_prime	156844290	10	399	True	retained	1.0	False	Protein kinase domain			TPR (NM_003292) - NTRK1 (NM_002529) fusion: c.2776+651_c.1196-73inv | Protein Fusion: in frame  {TPR:NTRK1}	NA
EVT-P-0007050-T01-IM5-90	P-0007050-T01-IM5		NTRK1-VANGL2	VANGL2	unknown	three_prime	156845141	12	452	True	retained	1.0	False	Protein kinase domain			VANGL2 (NM_020335) - NTRK1(NM_002529) rearrangement : c.-191+4456:VANGL2_c.1355-171:NTRK1dup | Transcript fusion (VANGL2-NTRK1)	NA
EVT-P-0006172-T01-IM5-91	P-0006172-T01-IM5		P2RY8-NTRK1	P2RY8	unknown	five_prime	156838012	5	182	False	lost	0.0	False		Protein kinase domain		P2RY8(NM_178129) - NTRK1 (NM_002529) rearrangement: t(X;1)(chrX:g.1598513::chr1:g.156838012) | Protein fusion: mid-exon (NTRK1-P2RY8)	NA
EVT-P-0042526-T02-IM6-92	P-0042526-T02-IM6		PRCC-NTRK1	PRCC	unknown	three_prime	156834591	3	120	False	retained	1.0	False	Protein kinase domain			PRCC (NM_005973) - NTRK1 (NM_002529) fusion: c.1323+10:PRCC_c.359:NTRK1del | Protein Fusion: mid-exon  {PRCC:NTRK1}	NA
EVT-P-0044467-T01-IM6-93	P-0044467-T01-IM6		SCP2-NTRK1	SCP2	unknown	three_prime	156844773	11	443	False	retained	1.0	False	Protein kinase domain			SCP2 (NM_002979) - NTRK1 (NM_002529) fusion: c.1338+1979:SCP2_c.1327:NTRK1del | Protein Fusion: mid-exon  {SCP2:NTRK1}	NA
EVT-P-0036662-T01-IM6-94	P-0036662-T01-IM6		SHPRH-NTRK1	SHPRH	out-of-frame	five_prime	156831180	1	71	True	lost	0.0	False		Protein kinase domain		NTRK1 (NM_002529) - SHPRH (NM_001042683) rearrangement: t(1;6)(q231;q24.3)(chr1:g.156831180::chr6:g.146225530) | Protein Fusion: out of frame  {NTRK1:SHPRH}	NA
EVT-P-0055621-T05-IM6-95	P-0055621-T05-IM6		SLAMF6-NTRK1	SLAMF6	out-of-frame	three_prime	156836411	4	120	True	retained	1.0	False	Protein kinase domain			SLAMF6 (NM_052931) - NTRK1 (NM_002529) fusion: c.50-1837:SLAMF6_c.360-291:NTRK1inv | Protein Fusion: out of frame  {SLAMF6:NTRK1}	NA
EVT-P-0055621-T02-IM6-96	P-0055621-T02-IM6		SLAMF6-NTRK1	SLAMF6	out-of-frame	three_prime	156836411	4	120	True	retained	1.0	False	Protein kinase domain			SLAMF6 (NM_052931) - NTRK1 (NM_002529) rearrangement: c.50-1839:SLAMF6_c.360-291:NTRK1inv | Protein Fusion: out of frame  {SLAMF6:NTRK1}	NA
EVT-P-0055621-T01-IM6-97	P-0055621-T01-IM6		SLAMF6-NTRK1	SLAMF6	out-of-frame	three_prime	156836411	4	120	True	retained	1.0	False	Protein kinase domain			SLAMF6 (NM_052931) - NTRK1 (NM_002529) rearrangement: c.50-1839:SLAMF6_c.360-291:NTRK1inv | Protein Fusion: out of frame  {SLAMF6:NTRK1}	NA
EVT-P-0022936-T01-IM6-98	P-0022936-T01-IM6		STK11-NTRK1	STK11	unknown	five_prime	156848955	15	616	False	disrupted	0.3888888888888889	True			Protein kinase domain	NTRK1 (NM_002529) - STK11 (NM_000455) rearrangement: t(1;19)(;)(chr1:g.56848955::chr19:g.204186) | Protein Fusion: mid-exon  {NTRK1:STK11}	NA
EVT-P-0024875-T01-IM6-99	P-0024875-T01-IM6		TAFA2-NTRK1	TAFA2	unknown	three_prime	156836548	4	120	True	retained	1.0	False	Protein kinase domain			NTRK1 (NM_002529) rearrangement: t(1;12)(q23.1;q14.1)(chr1:g.156836548::chr12:g.62314748) | Transcript Fusion {FAM19A2:NTRK1}	NA
EVT-P-0069757-T01-IM7-100	P-0069757-T01-IM7		TARS2-NTRK1	TARS2	unknown	three_prime	156838028	5	187	False	retained	1.0	False	Protein kinase domain			TARS2 (NM_025150) - NTRK1 (NM_002529) fusion: c.264-188:TARS2_c.561:NTRK1del | Protein Fusion: mid-exon  {TARS2:NTRK1}	NA
EVT-P-0050767-T01-IM6-101	P-0050767-T01-IM6		TPM3-NTRK1	TPM3	in-frame	three_prime	156845252	12	452	True	retained	1.0	False	Protein kinase domain			TPM3(NM_153469) - NTRK1 (NM_002529) Fusion(TPM3 exon 12 with NTRK1 exon12): c.665-654:TPM3_c.1355-60:NTRK1inv | Protein Fusion: in frame  {TPM3:NTRK1}	NA
EVT-P-0049078-T04-IM6-102	P-0049078-T04-IM6		TPM3-NTRK1	TPM3	unknown	three_prime	156843537	8	321	False	retained	1.0	False	Protein kinase domain			TPM3 (NM_001278190) - NTRK1 (NM_002529)  fusion: c.395-6179:TPM3_ c.963:NTRK1inv | Protein Fusion: mid-exon  {TPM3:NTRK1}	NA
EVT-P-0049078-T01-IM6-103	P-0049078-T01-IM6		TPM3-NTRK1	TPM3	unknown	three_prime	156843537	8	321	False	retained	1.0	False	Protein kinase domain			TPM3 (NM_001278190) - NTRK1 (NM_002529)  fusion: c.395-6179:TPM3_ c.963:NTRK1inv | Protein Fusion: mid-exon  {TPM3:NTRK1}	NA
EVT-P-0046877-T02-IM6-104	P-0046877-T02-IM6		TPM3-NTRK1	TPM3	in-frame	three_prime	156843811	8	393	True	retained	1.0	False	Protein kinase domain			TPM3 (NM_152263) - NTRK1 (NM_002529) fusion: c.776-357:TPM3_c.1177+60:NTRK1inv | Protein Fusion: in frame  {TPM3:NTRK1}	NA
EVT-P-0026375-T04-IM6-105	P-0026375-T04-IM6		TPM3-NTRK1	TPM3	in-frame	three_prime	156844046	9	393	True	retained	1.0	False	Protein kinase domain			TPM3 (NM_152263) - NTRK1 (NM_002529) fusion: c.775+355:TPM3_c.1178-129:NTRK1inv | Protein Fusion: in frame  {TPM3:NTRK1}	NA
EVT-P-0026375-T01-IM6-106	P-0026375-T01-IM6		TPM3-NTRK1	TPM3	in-frame	three_prime	156844046	9	393	True	retained	1.0	False	Protein kinase domain			TPM3 (NM_152263) - NTRK1 (NM_002529) fusion (TPM3 exons 1-8 fused to NTRK1 exons 9-17): c.775+355:TPM3_c.1178-129:NTRK1inv | Protein Fusion: in frame  {TPM3:NTRK1}	NA
EVT-P-0025815-T02-IM6-107	P-0025815-T02-IM6		TPM3-NTRK1	TPM3	in-frame	three_prime	156844230	9	399	True	retained	1.0	False	Protein kinase domain			TPM3 (NM_152263) - NTRK1 (NM_002529) fusion (TPM3  exons 1-6 with NTRK1 exons 10-17): c.*6032:TPM3_c.1195+38:NTRK1inv | Protein Fusion: in frame  {TPM3:NTRK1}	NA
EVT-P-0021467-T01-IM6-108	P-0021467-T01-IM6		TPM3-NTRK1	TPM3	in-frame	three_prime	156844038	9	393	True	retained	1.0	False	Protein kinase domain			TPM3 (NM_152263) - NTRK1 (NM_002529) fusion (TPM3 exons 1-6 fused in-frame to NTRK1 exons 9-17): c.*652:TPM3_c.1178-137:NTRK1inv | Protein Fusion: in frame  {TPM3:NTRK1}	NA
EVT-P-0021170-T03-IM6-109	P-0021170-T03-IM6		TPM3-NTRK1	TPM3	in-frame	three_prime	156845218	12	452	True	retained	1.0	False	Protein kinase domain			TPM3 (NM_152263) - NTRK1 (NM_002529) fusion (TPM3 exons 1-8 fused to NTRK1 exons 12-17): c.775+235:TPM3_c.1355-94:NTRK1inv | Protein Fusion: in frame  {TPM3:NTRK1}	NA
EVT-P-0021170-T02-IM6-110	P-0021170-T02-IM6		TPM3-NTRK1	TPM3	in-frame	three_prime	156845218	12	452	True	retained	1.0	False	Protein kinase domain			TPM3 (NM_152263) - NTRK1 (NM_002529) fusion (TPM3 exons 1-8 fused to NTRK1 exons 12-17): c.775+235:TPM3_c.1355-94:NTRK1inv | Protein Fusion: in frame  {TPM3:NTRK1}	NA
EVT-P-0014143-T01-IM5-111	P-0014143-T01-IM5		TPM3-NTRK1	TPM3	in-frame	three_prime	156844002	9	393	True	retained	1.0	False	Protein kinase domain			TPM3 (NM_152263) - NTRK1 (NM_002529) fusion (TPM3 exons 1-10 fused in-frame to NTRK1 exons 9-17): c.*1568:TPM3_c.1178-173:NTRK1inv | Protein fusion: in frame (TPM3-NTRK1)	NA
EVT-P-0069266-T01-IM7-112	P-0069266-T01-IM7		TPM3-NTRK1	TPM3	unknown	three_prime	156843601	8	343	False	retained	1.0	False	Protein kinase domain			TPM3 (NM_152263) - NTRK1 (NM_002529) fusion: c.854+282:TPM3_c.1027:NTRK1inv | Protein Fusion: mid-exon  {TPM3:NTRK1}	NA
EVT-P-0049951-T01-IM6-113	P-0049951-T01-IM6		TPR-NTRK1	TPR	in-frame	three_prime	156844660	11	418	True	retained	1.0	False	Protein kinase domain			TPR (NM_003292) - NTRK1 (NM_002529) fusion: c.2610+187:TPR_c.1252-38:NTRK1inv | Protein Fusion: in frame  {TPR:NTRK1}	NA
EVT-P-0042965-T01-IM6-114	P-0042965-T01-IM6		TPR-NTRK1	TPR	unknown	three_prime	156843703	8	377	False	retained	1.0	False	Protein kinase domain			TPR (NM_003292) - NTRK1 (NM_002529) fusion: c.2776+531:TPR_c.1129:NTRK1inv | Protein Fusion: mid-exon  {TPR:NTRK1}	NA
EVT-P-0065034-T02-IM7-115	P-0065034-T02-IM7		TPR-NTRK1	TPR	unknown	three_prime	156843651	8	359	False	retained	1.0	False	Protein kinase domain			TPR (NM_003292) - NTRK1 (NM_002529) fusion: c.2777-512:TPR_c.1077:NTRK1inv | Protein Fusion: mid-exon  {TPR:NTRK1}	NA
EVT-P-0016347-T01-IM6-116	P-0016347-T01-IM6		TRIM63-NTRK1	TRIM63	in-frame	three_prime	156844048	9	393	True	retained	1.0	False	Protein kinase domain			TRIM63 (NM_032588) - NTRK1 (NM_002529) Rearrangement : c.1051+386:TRIM63_c.1178-127:NTRK1inv | Protein Fusion: in frame  {TRIM63:NTRK1}	NA
EVT-P-0007755-T02-IM5-117	P-0007755-T02-IM5		TRPM8-NTRK1	TRPM8	out-of-frame	three_prime	156845664	12	501	True	retained	1.0	False	Protein kinase domain			TRPM8 (NM_024080) - NTRK1 (NM_002529) rearrangement: t(1;2)(q23.1; q27.1)(chr1:g.156845664::chr2:g.234866124) | Protein fusion: out of frame (TRPM8-NTRK1)	NA
